Clinic Aid Code,Genre,Average Age of the SME (years),"Specialty of the 
Medical Equipment",Marca,Modelo,Año,Número Serie,"Number of 
Consultations per Month",Clinic Size,% of Patients with Middle-Low to Low Income,Total Staff,Attends Patients with Health Insurance,Location of the Clinic,ZIP CODE,REGION,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,New_Address,geometry,CVEGEO,NSE_score,NSE,clave
AP190102-017,Enterprise,10.09041096,Surgery,ISENORTE,Esterilizador AMARO ,2022,7070-190-1D-GI,1700,Medium,0.35,350,Yes,Urban,44670,West-Bajío,Jalisco,Guadalajara,Guadalajara,AVENIDA TERRANOVA  556,https://www.instagram.com/hospital_terranova/?hl=es,https://www.facebook.com/HospitalTerranova/,http://www.hospitalterranova.com/,,"AVENIDA TERRANOVA  556, Guadalajara",20.68550336,-103.3869792,Jalisco Guadalajara Guadalajara AVENIDA TERRANOVA  556,POINT (-103.3869792 20.68550336),1.4039E+12,27.96298334,Alto,1.4039E+12
AP190401-002,Man,10.00547945,Gynecology,GENERAL ELECTRIC,VOLUSON E6 BT21,2024,E19794,260,Micro,0.3,4,No,Urban,76180,Center,Querétaro,Querétaro,Querétaro,AV PASEO CONSTITUYENTES 203,,,,,"AV PASEO CONSTITUYENTES 203, Querétaro",20.56278648,-100.4138014,Querétaro Querétaro Querétaro AV PASEO CONSTITUYENTES 203,POINT (-100.4138014 20.56278648),2.2006E+12,28.10318729,Alto,2.2006E+12
AP191012-004,Man,18.0109589,Physiotherapy,CRYO B,CRIOTERAPIA,2022,POR DEFINIR,200,Micro,0.1,5,No,Urban,86030,South,Tabasco,Centro,Villahermosa,AV SAMARKANDA 302,https://www.instagram.com/drmolinacantu/?hl=es,http://www.drmolina.com.mx/,https://www.doctoralia.com.mx/luis-molina-cantu/medico-estetico/tabasco,,"AV SAMARKANDA 302, Villahermosa",18.00876054,-92.94540864,Tabasco Centro Villahermosa AV SAMARKANDA 302,POINT (-92.94540864 18.00876054),2.7004E+12,21.71762473,Alto,2.7004E+12
AP191112-002,Man,18.0109589,Gynecology,GENERAL ELECTRIC,LIGHTSPEED RT16 PRO,2021,14322OHM2,100,Micro,0.1,4,Yes,Urban,21410,NorthWest,Baja California,Tecate,Tecate,HIDALGO 172,,,,-,"HIDALGO 172, Tecate",26.21107932,-98.35492634,Baja California Tecate Tecate HIDALGO 172,POINT (-98.35492634 26.21107932),,,,
AP191208-002,Man,18.0109589,Gynecology,GENERAL ELECTRIC,VOLUSON E6 BT21,2022,1067393WX7,700,Medium,0.1,18,No,Urban,20110,NorthEast,Aguascalientes,Aguascalientes,Aguascalientes,MONTE EVEREST 1215,https://www.instagram.com/clinicaendofertyl/,https://www.facebook.com/drdanielcontrerasgarza/,https://www.facebook.com/clinicaendofertyl/,,"MONTE EVEREST 1215, Aguascalientes",21.92571963,-102.3130418,Aguascalientes Aguascalientes Aguascalientes MONTE EVEREST 1215,POINT (-102.3130418 21.92571963),1.001E+11,31.76298635,Alto,1.001E+11
AP1935-001,Man,8.408219178,Odontology,CARL ZEISS,OPMI Pico- Start Up,2021,6627513821,160,Micro,0.25,3,No,Urban,29030,South,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,4ta Avenida Norte #506,https://www.instagram.com/rootconsultoriodental/,https://www.facebook.com/dr.rodolfoendo/,https://www.doctoralia.com.mx/rodolfo-martin-aguilar-canaveral/dentista-odontologo/tuxtla-gutierrez,https://twitter.com/drrodolfo_,"4ta Avenida Norte #506, Tuxtla Gutiérrez",16.75580456,-93.10648488,Chiapas Tuxtla Gutiérrez Tuxtla Gutiérrez 4ta Avenida Norte #506,POINT (-93.10648488 16.75580456),7.101E+11,3.89677651,Bajo-Alto,7.101E+11
AP1945-001,Enterprise,27.01643836,Imagenology,CARESTREAM,9600 16x17,2022,POR DEFINIR,900,Medium,0.6,19,Yes,Urban,86300,South,Tabasco,Comalcalco,Comalcalco,Calle Zaragoza 212,https://instagram.com/ceraor3d?igshid=YmMyMTA2M2Y= https://instagram.com/orthocity?igshid=YmMyMTA2M2Y=,https://www.facebook.com/ceraor3d  (PARA AQUI VA EL EQUIPO)https://www.facebook.com/orthocitydental/ (SOLO ES INFO ADICIONAL),citasceraor3d.com,,"Calle Zaragoza 212, Comalcalco",18.25990902,-93.22302507,Tabasco Comalcalco Comalcalco Calle Zaragoza 212,POINT (-93.22302507 18.25990902),2.7005E+12,-3.639371529,Bajo-Medio,2.7005E+12
AP1952-001,Man,42.02739726,Odontology,DENTSPLY SIRONA,MCX,2022,POR DEFINIR,500,Small,0.35,8,No,Urban,91040,South,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,ATZALAN 45,https://www.facebook.com/coaxalapa,https://www.facebook.com/javier.zamudio.980,https://www.linkedin.com/in/javier-fco-zamudio-hermida-1627815a/?originalSubdomain=mx,,"ATZALAN 45, Xalapa-Enríquez",19.53255036,-96.9073705,Veracruz de Ignacio de la Llave Xalapa Xalapa-Enríquez ATZALAN 45,POINT (-96.9073705 19.53255036),3.0087E+12,13.6679029,Medio-Alto,3.0087E+12
AP1952-001,Man,42.02739726,Odontology,DENTSPLY SIRONA,MCX,2022,POR DEFINIR,500,Small,0.35,8,No,Urban,91040,South,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,ATZALAN 45,https://www.facebook.com/coaxalapa,https://www.facebook.com/javier.zamudio.980,https://www.linkedin.com/in/javier-fco-zamudio-hermida-1627815a/?originalSubdomain=mx,,"ATZALAN 45, Xalapa-Enríquez",19.53255036,-96.9073705,Veracruz de Ignacio de la Llave Xalapa Xalapa-Enríquez ATZALAN 45,POINT (-96.9073705 19.53255036),3.0087E+12,13.6679029,Medio-Alto,3.0087E+12
AP1952-002,Man,42.02739726,Odontology,SIRONA,OMNICAM AF,2022,100197,500,Small,0.35,8,No,Urban,91040,South,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,ATZALAN 45,https://www.facebook.com/coaxalapa,https://www.facebook.com/javier.zamudio.980,https://www.linkedin.com/in/javier-fco-zamudio-hermida-1627815a/?originalSubdomain=mx,,"ATZALAN 45, Xalapa-Enríquez",19.53255036,-96.9073705,Veracruz de Ignacio de la Llave Xalapa Xalapa-Enríquez ATZALAN 45,POINT (-96.9073705 19.53255036),3.0087E+12,13.6679029,Medio-Alto,3.0087E+12
AP1952-002,Man,42.02739726,Odontology,SIRONA,OMNICAM AF,2022,100197,500,Small,0.35,8,No,Urban,91040,South,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,ATZALAN 45,https://www.facebook.com/coaxalapa,https://www.facebook.com/javier.zamudio.980,https://www.linkedin.com/in/javier-fco-zamudio-hermida-1627815a/?originalSubdomain=mx,,"ATZALAN 45, Xalapa-Enríquez",19.53255036,-96.9073705,Veracruz de Ignacio de la Llave Xalapa Xalapa-Enríquez ATZALAN 45,POINT (-96.9073705 19.53255036),3.0087E+12,13.6679029,Medio-Alto,3.0087E+12
AP3510-001,Enterprise,17.06575342,Ophthalmology,TOWARD PI,YALKAID,2024,YG100M24A006,1140,Small,0.5,8,No,Urban,11560,Center,Ciudad de México,Miguel Hidalgo,Ciudad de México,TORCUATO TASSO 245,https://www.instagram.com/eyecogram/,https://www.facebook.com/eyecomexico,https://www.eyeco.com.mx/,,"TORCUATO TASSO 245, Ciudad de México",19.43282073,-99.18342229,Ciudad de México Miguel Hidalgo Ciudad de México TORCUATO TASSO 245,POINT (-99.18342229 19.43282073),090160001068A,29.38578037,Alto,090160001068A
AP1961-001,Man,31.01917808,Cardiology,MINDRAY,WATO EX-30,2022,DY-24003646,360,Small,0.7,9,No,Urban,77664,South,Quintana Roo,Cozumel,Cozumel,25 AVENIDA SUR BIS 583 LT 2 MZ 55,https://www.instagram.com/dr.kuvalenciajorgecarlos/,https://www.facebook.com/Dr-Ku-Valencia-Jorge-Carlos-227758900701666/,https://www.drkuvalenciajorgecarlos.com/,,"25 AVENIDA SUR BIS 583 LT 2 MZ 55, Cozumel",20.49608558,-86.95611694,Quintana Roo Cozumel Cozumel 25 AVENIDA SUR BIS 583 LT 2 MZ 55,POINT (-86.95611694 20.49608558195838),2.3001E+12,18.19349399,Medio-Alto,2.3001E+12
MS4405-001,Woman,7.002739726,Physiotherapy,BTL,4825 S Smart,2024,058S0B032060 ,260,Micro,0.5,4,No,Urban,97130,South,Yucatán,Mérida,Mérida,CALLE 18 206,https://www.instagram.com/physio.rom?igsh=MXQ1M3E1dWl4enNzcA%3D%3D,https://www.facebook.com/physiorom,https://www.instagram.com/dr._israel_tun/,,"CALLE 18 206, Mérida",20.96325275,-89.67504516,Yucatán Mérida Mérida CALLE 18 206,POINT (-89.67504516 20.96325275),310500001377A,18.60841096,Alto,310500001377A
AP3482-001,Man,8.684931507,Ophthalmology,MediWorks ,Fc161,2023,J202309344,340,Micro,0.5,3,No,Urban,97238,South,Yucatán,Mérida,Mérida,CALLE 59 B DIAGONAL 344,https://www.instagram.com/opt.garcia/,https://www.facebook.com/OpticaGarcia7/?locale=es_LA,https://www.directorio.gratis/Yucatan/merida/139902/optica-garcia/,,"CALLE 59 B DIAGONAL 344, Mérida",20.98594682,-89.66248067,Yucatán Mérida Mérida CALLE 59 B DIAGONAL 344,POINT (-89.66248067 20.98594682),310500001509A,19.0634973,Alto,310500001509A
AP3038-001,Man,21.01369863,Physiotherapy,BTL ,600 TRT,2022,04900B003982,1560,Medium,0.7,18,No,Rural,97320,South,Yucatán,Progreso,,CALLE 33 110,,https://www.facebook.com/unidadprofisio?locale=es_ES,,,,21.2823212,-89.6597152,Yucatán Progreso  CALLE 33 110,POINT (-89.6597152 21.2823212),,,,
MS3897-001,Enterprise,30.01917808,Imagenology,GE,LOGIQ P7,2023,LP7370134,340,Micro,0.7,3,No,Urban,97167,South,Yucatán,Mérida,Mérida,CALLE 63 B 230A,,https://www.facebook.com/ultrasonidosarmiento,,,"CALLE 63 B 230A, Mérida",20.9808818,-89.65956585,Yucatán Mérida Mérida CALLE 63 B 230A,POINT (-89.65956585 20.9808818),3.105E+12,20.92649291,Alto,3.105E+12
MS3897-001,Enterprise,30.01917808,Imagenology,GE,LOGIQ P7,2023,LP7370134,340,Micro,0.7,3,No,Urban,97167,South,Yucatán,Mérida,Mérida,CALLE 63 B 230A,,https://www.facebook.com/ultrasonidosarmiento,,,"CALLE 63 B 230A, Mérida",20.9808818,-89.65956585,Yucatán Mérida Mérida CALLE 63 B 230A,POINT (-89.65956585 20.9808818),3.105E+12,20.92649291,Alto,3.105E+12
AP1968-002,Enterprise,2.682191781,Odontology, DENTSPLY SIRONA , ORTHOPHOS + OMNICAM AF REFINANCIAMIENTO,2024,0,760,Small,0.3,8,Yes,Urban,22010,NorthWest,Baja California,Tijuana,Tijuana,AV IGNACIO COMONFORT 9351,,https://www.facebook.com/Dentify-1922592914690216/?ref=page_internal,https://dentify.com.mx/es/home-espanol/,,"AV IGNACIO COMONFORT 9351, Tijuana",32.4928502,-116.9085936,Baja California Tijuana Tijuana AV IGNACIO COMONFORT 9351,POINT (-116.9085936 32.4928502),2.004E+11,31.97207346,Alto,2.004E+11
AP1985-001,Man,13.00821918,Odontology,ALIGN,iTERO ELEMENT 2D,2022,BLX2021W36A381,200,Micro,0.25,4,No,Urban,39080,West-Bajío,Guerrero,Chilpancingo de los Bravo,Chilpancingo de los Bravo,CERVANTES DELGADO MANZANA 5,https://www.instagram.com/protesis_bucal_chilpancingo/?hl=es-la,https://www.facebook.com/PBchilpo/photos,https://www.allbiz.mx/dr-alejandro-gonzalez-esp-protesis-747-459-6913,,"CERVANTES DELGADO MANZANA 5, Chilpancingo de los Bravo",17.54193264,-99.50146979,Guerrero Chilpancingo de los Bravo Chilpancingo de los Bravo CERVANTES DELGADO MANZANA 5,POINT (-99.50146979 17.54193264),1.2029E+12,1.935273384,Bajo-Alto,1.2029E+12
AP1991-001,Man,18.41643836,Imagenology,GENERAL ELECTRIC,LOGIQ P7,2022,LP7370077,260,Small,0.8,6,No,Rural,76220,Center,Querétaro,Querétaro,Querétaro,20 DE NOVIEMBRE 11,https://instagram.com/maqromeddiagnostico?igshid=YmMyMTA2M2Y=,https://www.facebook.com/MaqromedDiagnostico/,https://www.maqromeddiagnostico.com/index.html,,"20 DE NOVIEMBRE 11, Querétaro",20.52075025,-100.4516265,Querétaro Querétaro Querétaro 20 DE NOVIEMBRE 11,POINT (-100.4516265 20.52075025),2.2006E+12,14.55433418,Medio-Alto,2.2006E+12
MS3781-001,Woman,30.01917808,Ophthalmology,ISEM,OU 9000,2022,24 16 3489 4001441 ,340,Micro,0.2,3,Yes,Urban,3020,Center,Ciudad de México,Benito Juárez,Ciudad de México,CUAUHTEMOC 1040,https://www.doctoralia.com.mx/magali-bustos-zepeda-2/oftalmologo/benito-juarez,,https://centromedicoabc.com/medico/socorro-magali-bustos-zepeda/,,"CUAUHTEMOC 1040, Ciudad de México",19.4326296,-99.1331785,Ciudad de México Benito Juárez Ciudad de México CUAUHTEMOC 1040,POINT (-99.1331785 19.4326296),9.015E+11,4.848517093,Medio-Bajo,9.015E+11
AP200216-003,Enterprise,9.41369863,Gynecology,GENERAL ELECTRIC,VOLUSON E6 BT21,2022,1067395WX2,700,Medium,0.1,18,No,Urban,20110,NorthEast,Aguascalientes,Aguascalientes,Aguascalientes,Monte Everest 1215,https://www.instagram.com/clinicaendofertyl/,https://www.facebook.com/clinicaendofertyl/,https://www.facebook.com/drdanielcontrerasgarza/,,"Monte Everest 1215, Aguascalientes",21.92571963,-102.3130418,Aguascalientes Aguascalientes Aguascalientes Monte Everest 1215,POINT (-102.3130418 21.92571963),1.001E+11,31.76298635,Alto,1.001E+11
AP2021-001,Woman,10.00547945,Odontology,ITERO ,ELEMENT 2,2022,BLX2021W42A169,200,Micro,0.15,4,No,Urban,47400,West-Bajío,Jalisco,Lagos de Moreno,Lagos de Moreno,VICTORIA 366,,,https://ortodoncistasdeaguascalientes.com.mx/dra-ramirez-salas-katya-anayanzi/,,"VICTORIA 366, Lagos de Moreno",21.7150107,-101.6118139,Jalisco Lagos de Moreno Lagos de Moreno VICTORIA 366,POINT (-101.6118139 21.7150107),140640156,,,
AP2027-001,Man,18.0109589,Odontology,ITERO ,ELEMENT 5D ,2022,BLX2021W15A535,560,Small,0.1,6,No,Urban,21100,NorthWest,Baja California,Mexicali,Mexicali,AV IGNACIO ZARAGOZA 1746,https://www.instagram.com/Cabutodental/?fbclid=IwAR3QC-0-b86pxNMC7huBCWU66qRAcPzmM7xE9msA6GVsw_o-zwsIcu-euJc,https://www.facebook.com/CabutoDental/,http://cabutodental.com,,"AV IGNACIO ZARAGOZA 1746, Mexicali",32.5455148,-115.3633359,Baja California Mexicali Mexicali AV IGNACIO ZARAGOZA 1746,POINT (-115.3633359 32.5455148),2.002E+11,13.26627371,Medio-Alto,2.002E+11
AP2028-001,Enterprise,26.01643836,Odontology,ITERO ,ELEMENT 5D ,2022,BLX2021W15A284,240,Small,0.1,15,Yes,Urban,22430,NorthWest,Baja California,Tijuana,Tijuana,FRAY JUNIPERO SIERRA 17501,https://www.instagram.com/inodettj/?hl=es,https://www.facebook.com/INODET2019/,https://www.schoolandcollegelistings.com/MX/Tijuana/312027919395372/Inodet---Instituto-Odontol%C3%B3gico-de-Especialidades-de-Tijuana,,"FRAY JUNIPERO SIERRA 17501, Tijuana",32.54528291,-116.9463772,Baja California Tijuana Tijuana FRAY JUNIPERO SIERRA 17501,POINT (-116.9463772 32.54528291),2.004E+11,29.74352692,Alto,2.004E+11
AP2029-001,Enterprise,38.02465753,Odontology,ALIGN ,ITERO ELEMENT,2022,BLX2021W15A282,340,Small,0.1,15,Yes,Urban,50150,Center,México,Toluca,Toluca de Lerdo,LAURA MENDEZ DE CUENCA 201,https://www.instagram.com/odontoxradiodiagnostico/,https://www.facebook.com/odontoxrx/,http://www.odontox.com.mx/,,"LAURA MENDEZ DE CUENCA 201, Toluca de Lerdo",19.2800787,-99.63459213,México Toluca Toluca de Lerdo LAURA MENDEZ DE CUENCA 201,POINT (-99.63459213 19.2800787),1.5106E+12,13.9460791,Medio-Alto,1.5106E+12
AP2029-002,Enterprise,38.02465753,Imagenology,Ray,Rayface,2023,FS223A0770I,6800,Medium,0.2,22,No,Urban,50150,Center,México,Toluca,Toluca de Lerdo,LAURA MENDEZ DE CUENCA 201,https://www.instagram.com/odontoxradiodiagnostico/,https://www.facebook.com/odontoxrx/,http://www.odontox.com.mx/,,"LAURA MENDEZ DE CUENCA 201, Toluca de Lerdo",19.2800787,-99.63459213,México Toluca Toluca de Lerdo LAURA MENDEZ DE CUENCA 201,POINT (-99.63459213 19.2800787),1.5106E+12,13.9460791,Medio-Alto,1.5106E+12
AP2057-001,Enterprise,7.002739726,Physiotherapy,BTL FISIOTERAPIA,BTL Sistema súper inductivo + 3 Camillas de 2,2022,04400B011964,160,Small,0.05,7,Yes,Urban,52937,Center,México,Atizapán de Zaragoza,Ciudad Adolfo López Mateos,AV JORGE JIMENEZ CANTU S/N,https://instagram.com/thesportlabmx?utm_medium=copy_link,https://www.facebook.com/TheSportlabMedicalCenter,,,"AV JORGE JIMENEZ CANTU S/N, Ciudad Adolfo López Mateos",19.5734226,-99.30240684,México Atizapán de Zaragoza Ciudad Adolfo López Mateos AV JORGE JIMENEZ CANTU S/N,POINT (-99.30240684 19.5734226),1.5013E+12,36.74877503,Alto,1.5013E+12
AP2057-003,Enterprise,7.002739726,Physiotherapy,BTL,6000 RSWT Magnum Elite,2021,84400B001243,560,Micro,0.55,3,Yes,Urban,52937,Center,México,Atizapán de Zaragoza,Ciudad Adolfo López Mateos,MANZANA 002,https://instagram.com/thesportlabmx?utm_medium=copy_link,https://www.facebook.com/TheSportlabMedicalCenter,,,"MANZANA 002, Ciudad Adolfo López Mateos",19.5705827,-99.2190058,México Atizapán de Zaragoza Ciudad Adolfo López Mateos MANZANA 002,POINT (-99.2190058 19.5705827),1.5013E+12,26.69666667,Alto,1.5013E+12
AP2075-001,Man,10.4109589,Imagenology,CARESTREAMIRAY,FOCUS35ACANIS57,2022,H30F113K1215210002,200,Micro,0.15,3,No,Urban,48310,West-Bajío,Jalisco,Puerto Vallarta,Puerto Vallarta,ROMA 196,,facebook.com/CentroMedicoAnamayaPV,http://wfsites.websitecreatorprotool.com/47481a4d.com/index.html,,"ROMA 196, Puerto Vallarta",20.63884203,-105.2296604,Jalisco Puerto Vallarta Puerto Vallarta ROMA 196,POINT (-105.2296604 20.63884203),1.4067E+12,8.304615085,Medio,1.4067E+12
AP3730-001,Woman,3,Imagenology,Mindray ,Z50 1TX,2024,AGC34154221,300,Micro,0.6,3,No,Urban,97220,South,Yucatán,Mérida,Mérida,CALLE 43 198 X 48 Y 50,https://www.instagram.com/ecomcentrointegralpeninsular/,https://www.facebook.com/ECOMcentrointegralpeninsular/?paipv=0&eav=Afah52NRdWRwoPAZxZDnHsCxvU35RZ3gXERSXsIP_0-Kp0P54-vh4hYQEYv7pY0YkhU&_rdr,,,"CALLE 43 198 X 48 Y 50, Mérida",20.98977312,-89.65303584,Yucatán Mérida Mérida CALLE 43 198 X 48 Y 50,POINT (-89.65303584 20.98977311875785),3.105E+12,18.34122747,Alto,3.105E+12
AP1962-001,Man,13.00821918,Cardiology,BTL,BTL-4110 SMART,2023,07600B002194,180,Small,0.05,6,No,Urban,97130,South,Yucatán,Mérida,Mérida,CALLE 15 491,https://www.doctoralia.com.mx/clinicas/medica-diabet,https://www.facebook.com/medicadiabet/,http://www.medicadiabet.org/efrain.php,,"CALLE 15 491, Mérida",20.99269511,-89.64617146,Yucatán Mérida Mérida CALLE 15 491,POINT (-89.64617146 20.99269511),3.105E+12,16.03016423,Medio-Alto,3.105E+12
AP2084-001,Enterprise,18.25479452,Imagenology,XRG ,DETECTOR IRAY MARS 1417V,2022,HV30Z011T0506220008,360,Small,0.15,7,No,Urban,25230,NorthEast,Coahuila de Zaragoza,Saltillo,Saltillo,BOULEVARD V CARRANZA 4120,,https://www.facebook.com/DMDsaltillo,,,"BOULEVARD V CARRANZA 4120, Saltillo",25.4598569,-100.9828177,Coahuila de Zaragoza Saltillo Saltillo BOULEVARD V CARRANZA 4120,POINT (-100.9828177 25.4598569),5.03E+11,28.2779867,Alto,5.03E+11
AP2091-002,Man,7.252054795,Imagenology,GENERAL ELECTRIC,BTL-6000 TRT,2023,LP9370912 ,1000,Medium,0.2,17,Yes,Urban,22010,NorthWest,Baja California,Tijuana,Tijuana,RUFINO TAMAYO 9910,https://www.instagram.com/rehabygen/,https://www.facebook.com/rehabicmtijuana/,https://www.doctoralia.com.mx/alejandro-felix-martinez-caamano/especialista-en-rehabilitacion-y-medicina-fisica-terapeuta-complementario-medico-general/tijuana,,"RUFINO TAMAYO 9910, Tijuana",32.52497607,-117.0158659,Baja California Tijuana Tijuana RUFINO TAMAYO 9910,POINT (-117.0158659 32.52497607),2.004E+11,25.46872221,Alto,2.004E+11
AP2099-001,Man,19.69863014,Odontology,ITERO,BTL-6000 HIL / HIGH INTENSITY LASER  12 WATTS,2022,BLX2021W15A334,360,Small,0.2,6,Yes,Urban,71244,South,Oaxaca,Santa Lucía del Camino,Santa Lucia del Camino,AV INTERNACIONAL 2002,https://www.instagram.com/clinicadentalmerlos/,https://www.facebook.com/DentalMerlos/,http://merlosdental.com/,,"AV INTERNACIONAL 2002, Santa Lucia del Camino",17.05421919,-96.65131634,Oaxaca Santa Lucía del Camino Santa Lucia del Camino AV INTERNACIONAL 2002,POINT (-96.65131634 17.05421919),2.0553E+12,6.868345037,Medio-Bajo,2.0553E+12
AP2102-001,Man,8.920547945,Imagenology,BTM ,JOB 100HF,2024,POR DEFINIR,240,Micro,0.4,3,No,Urban,70839,South,Oaxaca,San Pedro Mixtepec -Dto. 26 -,San Pedro Mixtepec -Dto. 26 -,AGUA ZARCA MZ8 LT 38,,https://www.facebook.com/profile.php?id=100075626215467,https://www.gvetweb.com/38,,"AGUA ZARCA MZ8 LT 38, San Pedro Mixtepec -Dto. 26 -",15.87016712,-97.07751622,Oaxaca San Pedro Mixtepec -Dto. 26 - San Pedro Mixtepec -Dto. 26 - AGUA ZARCA MZ8 LT 38,POINT (-97.07751622 15.870167121586274),2.0318E+12,0.590855111,Bajo-Alto,2.0318E+12
AP2102-002,Man,8.920547945,Imagenology,BTM ,#NOMBRE?,2022,POR DEFINIR,240,Micro,0.4,3,No,Urban,70839,South,Oaxaca,San Pedro Mixtepec -Dto. 26 -,San Pedro Mixtepec -Dto. 26 -,AGUA ZARCA MZ8 LT 38,,https://www.facebook.com/profile.php?id=100075626215467,https://www.gvetweb.com/38,,"AGUA ZARCA MZ8 LT 38, San Pedro Mixtepec -Dto. 26 -",15.87016712,-97.07751622,Oaxaca San Pedro Mixtepec -Dto. 26 - San Pedro Mixtepec -Dto. 26 - AGUA ZARCA MZ8 LT 38,POINT (-97.07751622 15.870167121586274),2.0318E+12,0.590855111,Bajo-Alto,2.0318E+12
AP2110-001,Woman,22.92054795,Odontology,iTERO,ELEMENT 2D,2022,BLX2022W03A053,400,Small,0.15,6,No,Urban,76127,Center,Querétaro,Querétaro,Querétaro,PASEO DE LA REPUBLICA 13020, https://www.instagram.com/ortodoncia_invisible_mx/,https://www.facebook.com/ortodonticans/?ref=page_internal,,https://www.miortodoncista.mx/contactanos/,"PASEO DE LA REPUBLICA 13020, Querétaro",20.63605045,-100.4284474,Querétaro Querétaro Querétaro PASEO DE LA REPUBLICA 13020,POINT (-100.4284474 20.63605045),2.2014E+12,15.214336,Medio-Alto,2.2014E+12
AP2113-001,Woman,18.0109589,Odontology,ALIGN ,itero ,2022,BLX2021W15A472,560,Small,0.2,8,No,Urban,88240,NorthEast,Tamaulipas,Nuevo Laredo,Nuevo Laredo,AVENIDA OCAMPO 3147,,https://www.facebook.com/OrthoSmileClinica/?ref=page_internal,https://www.doctoralia.com.mx/claudia-zamora/dentista-odontologo/nuevo-laredo,,"AVENIDA OCAMPO 3147, Nuevo Laredo",27.48391905,-99.50662679,Tamaulipas Nuevo Laredo Nuevo Laredo AVENIDA OCAMPO 3147,POINT (-99.50662679 27.48391905),2.8027E+12,16.70524244,Medio-Alto,2.8027E+12
AP2113-001,Woman,18.0109589,Odontology,ALIGN ,itero ,2022,BLX2021W15A472,560,Small,0.2,8,No,Urban,88240,NorthEast,Tamaulipas,Nuevo Laredo,Nuevo Laredo,AVENIDA OCAMPO 3147,,https://www.facebook.com/OrthoSmileClinica/?ref=page_internal,https://www.doctoralia.com.mx/claudia-zamora/dentista-odontologo/nuevo-laredo,,"AVENIDA OCAMPO 3147, Nuevo Laredo",27.48391905,-99.50662679,Tamaulipas Nuevo Laredo Nuevo Laredo AVENIDA OCAMPO 3147,POINT (-99.50662679 27.48391905),2.8027E+12,16.70524244,Medio-Alto,2.8027E+12
AP2122-001,Woman,23.41917808,Odontology,ALIGN ,ITERO,2022,BLX2021W15A479,200,Micro,0.3,5,No,Urban,88500,NorthEast,Tamaulipas,Reynosa,Reynosa,ALDAMA 615,https://www.instagram.com/dra.moresca_ortodoncia/,https://www.facebook.com/ClideeCatalinaMoreno,,,"ALDAMA 615, Reynosa",26.09546552,-98.27978928,Tamaulipas Reynosa Reynosa ALDAMA 615,POINT (-98.27978928 26.09546552),2.8032E+12,7.464987276,Medio-Bajo,2.8032E+12
AP2122-001,Woman,23.41917808,Odontology,ALIGN ,ITERO,2022,BLX2021W15A479,200,Micro,0.3,5,No,Urban,88500,NorthEast,Tamaulipas,Reynosa,Reynosa,ALDAMA 615,https://www.instagram.com/dra.moresca_ortodoncia/,https://www.facebook.com/ClideeCatalinaMoreno,,,"ALDAMA 615, Reynosa",26.09546552,-98.27978928,Tamaulipas Reynosa Reynosa ALDAMA 615,POINT (-98.27978928 26.09546552),2.8032E+12,7.464987276,Medio-Bajo,2.8032E+12
AP2130-001,Man,15.91506849,Odontology,ALIGN ,ELEMENT 2,2022,-,160,Micro,0.8,3,No,Rural,76623,Center,Querétaro,Tolimán,Tolimán,BOULEVARD DEL LAGO 3,https://www.instagram.com/drcarlossilvio/,https://www.facebook.com/carlos.s.vazquez.5,,,"BOULEVARD DEL LAGO 3, Tolimán",20.50582326,-100.4019758,Querétaro Tolimán Tolimán BOULEVARD DEL LAGO 3,POINT (-100.4019758 20.505823256002586),2.2006E+12,27.52403104,Alto,2.2006E+12
AP2141-001,Man,12.4109589,Odontology,Align,iTero,2022,BLX2021W42A180,280,Small,0.2,6,No,Urban,31203,NorthWest,Chihuahua,Chihuahua,Chihuahua,ANDRES FACUNDO CARBONEL 1905,https://especialidades-vm.negocio.site/https://www.instagram.com/ortodoncia_dr.vega/?hl=es-la,https://especialidades-vm.negocio.site/,https://www.doctoralia.com.mx/jaime-vega-menchaca/dentista-odontologo/chihuahua,https://www.instagram.com/especialidades.vm/?hl=es-la,"ANDRES FACUNDO CARBONEL 1905, Chihuahua",28.64714334,-106.086344,Chihuahua Chihuahua Chihuahua ANDRES FACUNDO CARBONEL 1905,POINT (-106.086344 28.64714334),8.019E+11,26.83011754,Alto,8.019E+11
AP2150-001,Man,16.00821918,Imagenology,SONOSITE,MR TURBO REMANUFACTURADO,2021,POR DEFINIR,120,Micro,0.05,3,No,Urban,64000,NorthEast,Nuevo León,Monterrey,Monterrey,MIGUEL HIDALGO Y COSTILLA 2040,https://www.instagram.com/hopemedicalcenter_/,https://www.facebook.com/HopeMedicalCenterMty/,https://hopemedicalcenter.com.mx/,,"MIGUEL HIDALGO Y COSTILLA 2040, Monterrey",25.67011174,-100.3295067,Nuevo León Monterrey Monterrey MIGUEL HIDALGO Y COSTILLA 2040,POINT (-100.3295067 25.67011174),1.9039E+12,22.81526217,Alto,1.9039E+12
